wall_time,monotonic_s,mode,backend,commands_enabled,command_sent,fault_count,fault_reason,state_age_s,mocap_age_s,state_x,state_y,state_z,state_vx,state_vy,state_vz,state_qx,state_qy,state_qz,state_qw,state_omega_x,state_omega_y,state_omega_z,ref_t_s,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,ref_yaw_deg,ref_next_x,ref_next_y,ref_next_z,e0_x,e0_y,e0_z,e0_phi_x,e0_phi_y,e0_phi_z,e0_vx,e0_vy,e0_vz,e0_omega_x,e0_omega_y,e0_omega_z,bound_ex_min,bound_ex_max,bound_ey_min,bound_ey_max,request_epoch,output_epoch,selected_position_index,loihi_latency_s,u0_0,u0_1,u0_2,u0_3,selected_ep_x,selected_ep_y,selected_ep_z,cmd_x,cmd_y,cmd_z,cmd_yaw_deg
2026-05-20T19:54:03.295,2401903.238309,IDLE,real,1,0,0,,0.007983,0.010089,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.011000,0.006000,-0.007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.306,2401903.249128,IDLE,real,1,0,0,,0.009012,0.004292,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.000000,-0.003000,0.005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.316,2401903.259297,IDLE,real,1,0,0,,0.008623,0.006147,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.002000,0.001000,0.002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.327,2401903.270011,IDLE,real,1,0,0,,0.009748,0.007487,-0.189000,-0.570000,0.038000,-0.004000,0.003000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.007000,0.005000,0.014000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.338,2401903.281009,IDLE,real,1,0,0,,0.000881,0.002831,-0.189000,-0.570000,0.038000,-0.005000,0.003000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.010000,0.013000,0.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.348,2401903.291067,IDLE,real,1,0,0,,0.001155,0.004762,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.011000,-0.015000,0.002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.359,2401903.301802,IDLE,real,1,0,0,,0.001616,0.007009,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.014000,0.014000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.370,2401903.312769,IDLE,real,1,0,0,,0.002708,0.001487,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,0.012000,-0.019000,-0.005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.380,2401903.323483,IDLE,real,1,0,0,,0.003037,0.003288,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.010000,0.008000,-0.009000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.391,2401903.334480,IDLE,real,1,0,0,,0.004318,0.004628,-0.189000,-0.570000,0.038000,-0.004000,0.004000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,0.016000,-0.019000,-0.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
